payment_id,order_id,payment_method,payment_status
PAY04444,ORD04444,Credit Card,Successful
PAY04445,ORD04445,Net Banking,Successful
PAY04446,ORD04446,Credit Card,Successful
PAY04447,ORD04447,UPI,Successful
PAY04448,ORD04448,Credit Card,Successful
PAY04449,ORD04449,Debit Card,Successful
PAY04450,ORD04450,Net Banking,Successful
PAY04451,ORD04451,Credit Card,Successful
PAY04452,ORD04452,Net Banking,Successful
PAY04453,ORD04453,Net Banking,Failed
PAY04454,ORD04454,UPI,Refunded
PAY04455,ORD04455,UPI,Successful
PAY04456,ORD04456,Net Banking,Successful
PAY04457,ORD04457,UPI,Successful
PAY04458,ORD04458,Cash on Delivery,Successful
PAY04459,ORD04459,Net Banking,Successful
PAY04460,ORD04460,Credit Card,Successful
PAY04461,ORD04461,Credit Card,Successful
PAY04462,ORD04462,Credit Card,Refunded
PAY04463,ORD04463,UPI,Successful
PAY04464,ORD04464,Credit Card,Successful
PAY04465,ORD04465,Debit Card,Successful
PAY04466,ORD04466,Debit Card,Successful
PAY04467,ORD04467,Debit Card,Successful
PAY04468,ORD04468,Net Banking,Failed
PAY04469,ORD04469,Net Banking,Successful
PAY04470,ORD04470,Cash on Delivery,Successful
PAY04471,ORD04471,Net Banking,Successful
PAY04472,ORD04472,Credit Card,Successful
PAY04473,ORD04473,Debit Card,Successful
PAY04474,ORD04474,UPI,Successful
PAY04475,ORD04475,Debit Card,Successful
PAY04476,ORD04476,Debit Card,Successful
PAY04477,ORD04477,Net Banking,Successful
PAY04478,ORD04478,UPI,Successful
PAY04479,ORD04479,Net Banking,Successful
PAY04480,ORD04480,UPI,Successful
PAY04481,ORD04481,Debit Card,Successful
PAY04482,ORD04482,Cash on Delivery,Successful
PAY04483,ORD04483,Credit Card,Successful
PAY04484,ORD04484,Debit Card,Successful
PAY04485,ORD04485,Credit Card,Failed
PAY04486,ORD04486,UPI,Successful
PAY04487,ORD04487,Cash on Delivery,Successful
PAY04488,ORD04488,Net Banking,Successful
PAY04489,ORD04489,UPI,Successful
PAY04490,ORD04490,Credit Card,Successful
PAY04491,ORD04491,Cash on Delivery,Successful
PAY04492,ORD04492,Debit Card,Successful
PAY04493,ORD04493,Net Banking,Successful
PAY04494,ORD04494,UPI,Successful
PAY04495,ORD04495,Credit Card,Successful
PAY04496,ORD04496,UPI,Successful
PAY04497,ORD04497,UPI,Successful
PAY04498,ORD04498,UPI,Successful
PAY04499,ORD04499,Net Banking,Successful
PAY04500,ORD04500,Credit Card,Successful
PAY04501,ORD04501,Debit Card,Failed
PAY04502,ORD04502,Cash on Delivery,Successful
PAY04503,ORD04503,Cash on Delivery,Successful
PAY04504,ORD04504,UPI,Successful
PAY04505,ORD04505,Cash on Delivery,Successful
PAY04506,ORD04506,Debit Card,Failed
PAY04507,ORD04507,Net Banking,Successful
PAY04508,ORD04508,Credit Card,Successful
PAY04509,ORD04509,Credit Card,Successful
PAY04510,ORD04510,UPI,Successful
PAY04511,ORD04511,Net Banking,Refunded
PAY04512,ORD04512,Debit Card,Successful
PAY04513,ORD04513,Cash on Delivery,Successful
PAY04514,ORD04514,Net Banking,Successful
PAY04515,ORD04515,Cash on Delivery,Failed
PAY04516,ORD04516,Net Banking,Successful
PAY04517,ORD04517,Debit Card,Successful
PAY04518,ORD04518,Cash on Delivery,Failed
PAY04519,ORD04519,Debit Card,Failed
PAY04520,ORD04520,UPI,Successful
PAY04521,ORD04521,Cash on Delivery,Successful
PAY04522,ORD04522,Credit Card,Successful
PAY04523,ORD04523,Net Banking,Successful
PAY04524,ORD04524,Net Banking,Failed
PAY04525,ORD04525,Credit Card,Successful
PAY04526,ORD04526,Credit Card,Successful
PAY04527,ORD04527,Net Banking,Successful
PAY04528,ORD04528,Debit Card,Successful
PAY04529,ORD04529,Debit Card,Successful
PAY04530,ORD04530,Debit Card,Successful
PAY04531,ORD04531,Cash on Delivery,Successful
PAY04532,ORD04532,Debit Card,Successful
PAY04533,ORD04533,Debit Card,Successful
PAY04534,ORD04534,UPI,Successful
PAY04535,ORD04535,Net Banking,Failed
PAY04536,ORD04536,Debit Card,Successful
PAY04537,ORD04537,UPI,Refunded
PAY04538,ORD04538,Debit Card,Successful
PAY04539,ORD04539,Cash on Delivery,Successful
PAY04540,ORD04540,Credit Card,Successful
PAY04541,ORD04541,Debit Card,Successful
PAY04542,ORD04542,Debit Card,Successful
PAY04543,ORD04543,Credit Card,Successful
PAY04544,ORD04544,Credit Card,Refunded
PAY04545,ORD04545,Cash on Delivery,Failed
PAY04546,ORD04546,Credit Card,Successful
PAY04547,ORD04547,Net Banking,Refunded
PAY04548,ORD04548,UPI,Failed
PAY04549,ORD04549,Cash on Delivery,Successful
PAY04550,ORD04550,Cash on Delivery,Failed
PAY04551,ORD04551,Cash on Delivery,Successful
PAY04552,ORD04552,UPI,Successful
PAY04553,ORD04553,UPI,Successful
PAY04554,ORD04554,Debit Card,Successful
PAY04555,ORD04555,Cash on Delivery,Successful
PAY04556,ORD04556,Net Banking,Successful
PAY04557,ORD04557,Net Banking,Successful
PAY04558,ORD04558,Cash on Delivery,Successful
PAY04559,ORD04559,Cash on Delivery,Successful
PAY04560,ORD04560,Net Banking,Successful
PAY04561,ORD04561,UPI,Successful
PAY04562,ORD04562,Cash on Delivery,Successful
PAY04563,ORD04563,Debit Card,Successful
PAY04564,ORD04564,UPI,Successful
PAY04565,ORD04565,Net Banking,Failed
PAY04566,ORD04566,Debit Card,Successful
PAY04567,ORD04567,Net Banking,Successful
PAY04568,ORD04568,Net Banking,Successful
PAY04569,ORD04569,Credit Card,Successful
PAY04570,ORD04570,UPI,Successful
PAY04571,ORD04571,UPI,Successful
PAY04572,ORD04572,Net Banking,Successful
PAY04573,ORD04573,UPI,Successful
PAY04574,ORD04574,Cash on Delivery,Successful
PAY04575,ORD04575,Net Banking,Successful
PAY04576,ORD04576,Cash on Delivery,Successful
PAY04577,ORD04577,Net Banking,Successful
PAY04578,ORD04578,Debit Card,Failed
PAY04579,ORD04579,Credit Card,Successful
PAY04580,ORD04580,Credit Card,Failed
PAY04581,ORD04581,Debit Card,Successful
PAY04582,ORD04582,Debit Card,Failed
PAY04583,ORD04583,UPI,Successful
PAY04584,ORD04584,Credit Card,Refunded
PAY04585,ORD04585,Net Banking,Successful
PAY04586,ORD04586,Debit Card,Successful
PAY04587,ORD04587,UPI,Successful
PAY04588,ORD04588,Debit Card,Failed
PAY04589,ORD04589,Credit Card,Successful
PAY04590,ORD04590,Net Banking,Successful
PAY04591,ORD04591,Net Banking,Successful
PAY04592,ORD04592,Cash on Delivery,Successful
PAY04593,ORD04593,Debit Card,Successful
PAY04594,ORD04594,Cash on Delivery,Failed
PAY04595,ORD04595,Net Banking,Successful
PAY04596,ORD04596,UPI,Successful
PAY04597,ORD04597,Net Banking,Successful
PAY04598,ORD04598,UPI,Failed
PAY04599,ORD04599,UPI,Successful
PAY04600,ORD04600,Credit Card,Successful
PAY04601,ORD04601,Debit Card,Successful
PAY04602,ORD04602,Cash on Delivery,Successful
PAY04603,ORD04603,Debit Card,Successful
PAY04604,ORD04604,Cash on Delivery,Failed
PAY04605,ORD04605,Cash on Delivery,Refunded
PAY04606,ORD04606,Net Banking,Successful
PAY04607,ORD04607,UPI,Successful
PAY04608,ORD04608,Cash on Delivery,Successful
PAY04609,ORD04609,Net Banking,Failed
PAY04610,ORD04610,Debit Card,Successful
PAY04611,ORD04611,UPI,Successful
PAY04612,ORD04612,Debit Card,Successful
PAY04613,ORD04613,Cash on Delivery,Successful
PAY04614,ORD04614,Debit Card,Successful
PAY04615,ORD04615,Cash on Delivery,Successful
PAY04616,ORD04616,Debit Card,Successful
PAY04617,ORD04617,Net Banking,Successful
PAY04618,ORD04618,Debit Card,Successful
PAY04619,ORD04619,Cash on Delivery,Successful
PAY04620,ORD04620,UPI,Successful
PAY04621,ORD04621,Cash on Delivery,Successful
PAY04622,ORD04622,Debit Card,Successful
PAY04623,ORD04623,UPI,Refunded
PAY04624,ORD04624,Credit Card,Successful
PAY04625,ORD04625,Net Banking,Successful
PAY04626,ORD04626,Credit Card,Successful
PAY04627,ORD04627,Net Banking,Successful
PAY04628,ORD04628,Credit Card,Successful
PAY04629,ORD04629,Net Banking,Failed
PAY04630,ORD04630,Debit Card,Successful
PAY04631,ORD04631,Net Banking,Successful
PAY04632,ORD04632,Credit Card,Failed
PAY04633,ORD04633,Debit Card,Successful
PAY04634,ORD04634,Credit Card,Successful
PAY04635,ORD04635,Cash on Delivery,Successful
PAY04636,ORD04636,Cash on Delivery,Successful
PAY04637,ORD04637,Net Banking,Failed
PAY04638,ORD04638,Net Banking,Successful
PAY04639,ORD04639,Cash on Delivery,Successful
PAY04640,ORD04640,Credit Card,Successful
PAY04641,ORD04641,Debit Card,Failed
PAY04642,ORD04642,Net Banking,Successful
PAY04643,ORD04643,Credit Card,Failed
PAY04644,ORD04644,Credit Card,Successful
PAY04645,ORD04645,Net Banking,Successful
PAY04646,ORD04646,Debit Card,Successful
PAY04647,ORD04647,Cash on Delivery,Successful
PAY04648,ORD04648,Credit Card,Successful
PAY04649,ORD04649,UPI,Successful
PAY04650,ORD04650,Cash on Delivery,Successful
PAY04651,ORD04651,Cash on Delivery,Successful
PAY04652,ORD04652,Net Banking,Failed
PAY04653,ORD04653,Debit Card,Successful
PAY04654,ORD04654,Cash on Delivery,Successful
PAY04655,ORD04655,Net Banking,Successful
PAY04656,ORD04656,Debit Card,Successful
PAY04657,ORD04657,Credit Card,Successful
PAY04658,ORD04658,Net Banking,Successful
PAY04659,ORD04659,Net Banking,Successful
PAY04660,ORD04660,Cash on Delivery,Refunded
PAY04661,ORD04661,Cash on Delivery,Successful
PAY04662,ORD04662,UPI,Successful
PAY04663,ORD04663,Debit Card,Successful
PAY04664,ORD04664,Debit Card,Failed
PAY04665,ORD04665,Cash on Delivery,Successful
PAY04666,ORD04666,Credit Card,Failed
PAY04667,ORD04667,Debit Card,Successful
PAY04668,ORD04668,Net Banking,Successful
PAY04669,ORD04669,Net Banking,Failed
PAY04670,ORD04670,Net Banking,Successful
PAY04671,ORD04671,Credit Card,Successful
PAY04672,ORD04672,Net Banking,Refunded
PAY04673,ORD04673,Net Banking,Successful
PAY04674,ORD04674,Debit Card,Successful
PAY04675,ORD04675,Cash on Delivery,Successful
PAY04676,ORD04676,Debit Card,Successful
PAY04677,ORD04677,Debit Card,Successful
PAY04678,ORD04678,Net Banking,Successful
PAY04679,ORD04679,Cash on Delivery,Successful
PAY04680,ORD04680,Debit Card,Successful
PAY04681,ORD04681,UPI,Successful
PAY04682,ORD04682,UPI,Successful
PAY04683,ORD04683,Debit Card,Refunded
PAY04684,ORD04684,Cash on Delivery,Successful
PAY04685,ORD04685,Cash on Delivery,Successful
PAY04686,ORD04686,UPI,Refunded
PAY04687,ORD04687,Net Banking,Successful
PAY04688,ORD04688,Debit Card,Failed
PAY04689,ORD04689,Debit Card,Successful
PAY04690,ORD04690,Debit Card,Successful
PAY04691,ORD04691,Cash on Delivery,Successful
PAY04692,ORD04692,UPI,Successful
PAY04693,ORD04693,Cash on Delivery,Successful
PAY04694,ORD04694,Cash on Delivery,Successful
PAY04695,ORD04695,Cash on Delivery,Successful
PAY04696,ORD04696,Net Banking,Successful
PAY04697,ORD04697,UPI,Successful
PAY04698,ORD04698,UPI,Successful
PAY04699,ORD04699,Debit Card,Successful
PAY04700,ORD04700,Credit Card,Successful
PAY04701,ORD04701,Cash on Delivery,Failed
PAY04702,ORD04702,UPI,Successful
PAY04703,ORD04703,Credit Card,Refunded
PAY04704,ORD04704,Credit Card,Refunded
PAY04705,ORD04705,Cash on Delivery,Successful
PAY04706,ORD04706,Net Banking,Successful
PAY04707,ORD04707,Net Banking,Successful
PAY04708,ORD04708,Net Banking,Successful
PAY04709,ORD04709,Credit Card,Failed
PAY04710,ORD04710,Cash on Delivery,Successful
PAY04711,ORD04711,Debit Card,Successful
PAY04712,ORD04712,UPI,Failed
PAY04713,ORD04713,Net Banking,Successful
PAY04714,ORD04714,Credit Card,Successful
PAY04715,ORD04715,UPI,Successful
PAY04716,ORD04716,Net Banking,Failed
PAY04717,ORD04717,Credit Card,Successful
PAY04718,ORD04718,Credit Card,Successful
PAY04719,ORD04719,UPI,Successful
PAY04720,ORD04720,Credit Card,Successful
PAY04721,ORD04721,UPI,Successful
PAY04722,ORD04722,Net Banking,Successful
PAY04723,ORD04723,Credit Card,Failed
PAY04724,ORD04724,Net Banking,Failed
PAY04725,ORD04725,Net Banking,Failed
PAY04726,ORD04726,Credit Card,Successful
PAY04727,ORD04727,Debit Card,Successful
PAY04728,ORD04728,Debit Card,Successful
PAY04729,ORD04729,Cash on Delivery,Successful
PAY04730,ORD04730,UPI,Successful
PAY04731,ORD04731,Credit Card,Successful
PAY04732,ORD04732,UPI,Successful
PAY04733,ORD04733,Credit Card,Successful
PAY04734,ORD04734,Net Banking,Refunded
PAY04735,ORD04735,Credit Card,Failed
PAY04736,ORD04736,Cash on Delivery,Failed
PAY04737,ORD04737,Cash on Delivery,Successful
PAY04738,ORD04738,Cash on Delivery,Successful
PAY04739,ORD04739,UPI,Successful
PAY04740,ORD04740,Cash on Delivery,Successful
PAY04741,ORD04741,Net Banking,Successful
PAY04742,ORD04742,Net Banking,Successful
PAY04743,ORD04743,UPI,Refunded
PAY04744,ORD04744,Cash on Delivery,Successful
PAY04745,ORD04745,Debit Card,Successful
PAY04746,ORD04746,UPI,Failed
PAY04747,ORD04747,UPI,Successful
PAY04748,ORD04748,UPI,Successful
PAY04749,ORD04749,Cash on Delivery,Refunded
PAY04750,ORD04750,Debit Card,Successful
PAY04751,ORD04751,Cash on Delivery,Successful
PAY04752,ORD04752,UPI,Successful
PAY04753,ORD04753,Debit Card,Successful
PAY04754,ORD04754,Cash on Delivery,Successful
PAY04755,ORD04755,Debit Card,Failed
PAY04756,ORD04756,Net Banking,Successful
PAY04757,ORD04757,Debit Card,Successful
PAY04758,ORD04758,Debit Card,Successful
PAY04759,ORD04759,Debit Card,Successful
PAY04760,ORD04760,Debit Card,Successful
PAY04761,ORD04761,Net Banking,Successful
PAY04762,ORD04762,Credit Card,Failed
PAY04763,ORD04763,Credit Card,Successful
PAY04764,ORD04764,UPI,Failed
PAY04765,ORD04765,Credit Card,Successful
PAY04766,ORD04766,Cash on Delivery,Successful
PAY04767,ORD04767,Net Banking,Successful
PAY04768,ORD04768,Net Banking,Successful
PAY04769,ORD04769,UPI,Successful
PAY04770,ORD04770,Debit Card,Successful
PAY04771,ORD04771,Cash on Delivery,Successful
PAY04772,ORD04772,Net Banking,Successful
PAY04773,ORD04773,Net Banking,Successful
PAY04774,ORD04774,UPI,Failed
PAY04775,ORD04775,Cash on Delivery,Refunded
PAY04776,ORD04776,Credit Card,Refunded
PAY04777,ORD04777,Net Banking,Successful
PAY04778,ORD04778,Debit Card,Successful
PAY04779,ORD04779,Debit Card,Successful
PAY04780,ORD04780,Credit Card,Successful
PAY04781,ORD04781,Debit Card,Successful
PAY04782,ORD04782,Cash on Delivery,Refunded
PAY04783,ORD04783,Credit Card,Successful
PAY04784,ORD04784,Debit Card,Successful
PAY04785,ORD04785,Credit Card,Successful
PAY04786,ORD04786,UPI,Successful
PAY04787,ORD04787,Credit Card,Successful
PAY04788,ORD04788,Credit Card,Successful
PAY04789,ORD04789,Cash on Delivery,Successful
PAY04790,ORD04790,UPI,Successful
PAY04791,ORD04791,UPI,Successful
PAY04792,ORD04792,UPI,Successful
PAY04793,ORD04793,Credit Card,Failed
PAY04794,ORD04794,Cash on Delivery,Successful
PAY04795,ORD04795,Net Banking,Successful
PAY04796,ORD04796,Net Banking,Successful
PAY04797,ORD04797,UPI,Successful
PAY04798,ORD04798,Net Banking,Successful
PAY04799,ORD04799,Cash on Delivery,Failed
PAY04800,ORD04800,Cash on Delivery,Successful
PAY04801,ORD04801,Debit Card,Failed
PAY04802,ORD04802,Cash on Delivery,Successful
PAY04803,ORD04803,Cash on Delivery,Successful
PAY04804,ORD04804,Net Banking,Successful
PAY04805,ORD04805,Credit Card,Successful
PAY04806,ORD04806,Credit Card,Successful
PAY04807,ORD04807,Debit Card,Successful
PAY04808,ORD04808,Cash on Delivery,Successful
PAY04809,ORD04809,Credit Card,Successful
PAY04810,ORD04810,UPI,Successful
PAY04811,ORD04811,Cash on Delivery,Failed
PAY04812,ORD04812,Cash on Delivery,Successful
PAY04813,ORD04813,Cash on Delivery,Successful
PAY04814,ORD04814,Credit Card,Successful
PAY04815,ORD04815,Debit Card,Successful
PAY04816,ORD04816,UPI,Successful
PAY04817,ORD04817,UPI,Successful
PAY04818,ORD04818,Cash on Delivery,Successful
PAY04819,ORD04819,Cash on Delivery,Successful
PAY04820,ORD04820,Cash on Delivery,Refunded
PAY04821,ORD04821,Credit Card,Successful
PAY04822,ORD04822,Debit Card,Successful
PAY04823,ORD04823,UPI,Successful
PAY04824,ORD04824,Credit Card,Successful
PAY04825,ORD04825,Net Banking,Successful
PAY04826,ORD04826,UPI,Successful
PAY04827,ORD04827,Credit Card,Successful
PAY04828,ORD04828,Net Banking,Successful
PAY04829,ORD04829,Credit Card,Failed
PAY04830,ORD04830,Debit Card,Refunded
PAY04831,ORD04831,UPI,Successful
PAY04832,ORD04832,Credit Card,Successful
PAY04833,ORD04833,UPI,Successful
PAY04834,ORD04834,Credit Card,Successful
PAY04835,ORD04835,Net Banking,Successful
PAY04836,ORD04836,Credit Card,Successful
PAY04837,ORD04837,UPI,Successful
PAY04838,ORD04838,UPI,Successful
PAY04839,ORD04839,UPI,Successful
PAY04840,ORD04840,Cash on Delivery,Successful
PAY04841,ORD04841,Debit Card,Successful
PAY04842,ORD04842,Credit Card,Successful
PAY04843,ORD04843,Credit Card,Successful
PAY04844,ORD04844,Debit Card,Successful
PAY04845,ORD04845,UPI,Successful
PAY04846,ORD04846,Debit Card,Successful
PAY04847,ORD04847,Debit Card,Successful
PAY04848,ORD04848,UPI,Successful
PAY04849,ORD04849,Net Banking,Successful
PAY04850,ORD04850,Credit Card,Successful
PAY04851,ORD04851,UPI,Successful
PAY04852,ORD04852,Credit Card,Successful
PAY04853,ORD04853,Credit Card,Successful
PAY04854,ORD04854,Credit Card,Successful
PAY04855,ORD04855,Cash on Delivery,Successful
PAY04856,ORD04856,Debit Card,Successful
PAY04857,ORD04857,Credit Card,Successful
PAY04858,ORD04858,Cash on Delivery,Successful
PAY04859,ORD04859,Debit Card,Failed
PAY04860,ORD04860,Credit Card,Successful
PAY04861,ORD04861,UPI,Failed
PAY04862,ORD04862,Debit Card,Successful
PAY04863,ORD04863,Debit Card,Successful
PAY04864,ORD04864,UPI,Successful
PAY04865,ORD04865,Debit Card,Refunded
PAY04866,ORD04866,Credit Card,Successful
PAY04867,ORD04867,Net Banking,Failed
PAY04868,ORD04868,Net Banking,Successful
PAY04869,ORD04869,Net Banking,Refunded
PAY04870,ORD04870,Net Banking,Failed
PAY04871,ORD04871,Cash on Delivery,Successful
PAY04872,ORD04872,UPI,Refunded
PAY04873,ORD04873,Cash on Delivery,Successful
PAY04874,ORD04874,Cash on Delivery,Successful
PAY04875,ORD04875,Cash on Delivery,Successful
PAY04876,ORD04876,Debit Card,Failed
PAY04877,ORD04877,Net Banking,Successful
PAY04878,ORD04878,Credit Card,Successful
PAY04879,ORD04879,Credit Card,Successful
PAY04880,ORD04880,Cash on Delivery,Successful
PAY04881,ORD04881,Cash on Delivery,Successful
PAY04882,ORD04882,UPI,Successful
PAY04883,ORD04883,Net Banking,Successful
PAY04884,ORD04884,Debit Card,Successful
PAY04885,ORD04885,UPI,Successful
PAY04886,ORD04886,Debit Card,Failed
PAY04887,ORD04887,Credit Card,Successful
PAY04888,ORD04888,Cash on Delivery,Successful
PAY04889,ORD04889,Debit Card,Successful
PAY04890,ORD04890,UPI,Successful
PAY04891,ORD04891,Debit Card,Successful
PAY04892,ORD04892,Cash on Delivery,Successful
PAY04893,ORD04893,Debit Card,Successful
PAY04894,ORD04894,Net Banking,Successful
PAY04895,ORD04895,UPI,Successful
PAY04896,ORD04896,Cash on Delivery,Successful
PAY04897,ORD04897,Net Banking,Successful
PAY04898,ORD04898,Debit Card,Successful
PAY04899,ORD04899,Debit Card,Failed
PAY04900,ORD04900,Net Banking,Successful
PAY04901,ORD04901,Cash on Delivery,Successful
PAY04902,ORD04902,Credit Card,Successful
PAY04903,ORD04903,UPI,Successful
PAY04904,ORD04904,UPI,Successful
PAY04905,ORD04905,Net Banking,Successful
PAY04906,ORD04906,Cash on Delivery,Successful
PAY04907,ORD04907,UPI,Successful
PAY04908,ORD04908,Cash on Delivery,Successful
PAY04909,ORD04909,Cash on Delivery,Successful
PAY04910,ORD04910,Debit Card,Successful
PAY04911,ORD04911,Cash on Delivery,Failed
PAY04912,ORD04912,UPI,Successful
PAY04913,ORD04913,Credit Card,Failed
PAY04914,ORD04914,Debit Card,Successful
PAY04915,ORD04915,Cash on Delivery,Successful
PAY04916,ORD04916,UPI,Successful
PAY04917,ORD04917,Cash on Delivery,Successful
PAY04918,ORD04918,Net Banking,Successful
PAY04919,ORD04919,Net Banking,Failed
PAY04920,ORD04920,Net Banking,Successful
PAY04921,ORD04921,Debit Card,Successful
PAY04922,ORD04922,UPI,Successful
PAY04923,ORD04923,Net Banking,Failed
PAY04924,ORD04924,Net Banking,Successful
PAY04925,ORD04925,Net Banking,Successful
PAY04926,ORD04926,UPI,Successful
PAY04927,ORD04927,Credit Card,Successful
PAY04928,ORD04928,Debit Card,Successful
PAY04929,ORD04929,Credit Card,Successful
PAY04930,ORD04930,UPI,Failed
PAY04931,ORD04931,Credit Card,Successful
PAY04932,ORD04932,Net Banking,Successful
PAY04933,ORD04933,Credit Card,Failed
PAY04934,ORD04934,Credit Card,Successful
PAY04935,ORD04935,Credit Card,Successful
PAY04936,ORD04936,Debit Card,Successful
PAY04937,ORD04937,Net Banking,Successful
PAY04938,ORD04938,Debit Card,Successful
PAY04939,ORD04939,Net Banking,Successful
PAY04940,ORD04940,Debit Card,Successful
PAY04941,ORD04941,Debit Card,Successful
PAY04942,ORD04942,Net Banking,Refunded
PAY04943,ORD04943,Credit Card,Failed
PAY04944,ORD04944,Cash on Delivery,Successful
PAY04945,ORD04945,Cash on Delivery,Successful
PAY04946,ORD04946,UPI,Successful
PAY04947,ORD04947,Credit Card,Failed
PAY04948,ORD04948,UPI,Successful
PAY04949,ORD04949,Cash on Delivery,Successful
PAY04950,ORD04950,Net Banking,Failed
PAY04951,ORD04951,Net Banking,Successful
PAY04952,ORD04952,UPI,Successful
PAY04953,ORD04953,Credit Card,Successful
PAY04954,ORD04954,Credit Card,Successful
PAY04955,ORD04955,Net Banking,Failed
PAY04956,ORD04956,Debit Card,Failed
PAY04957,ORD04957,UPI,Successful
PAY04958,ORD04958,Debit Card,Successful
PAY04959,ORD04959,Debit Card,Successful
PAY04960,ORD04960,UPI,Successful
PAY04961,ORD04961,Cash on Delivery,Successful
PAY04962,ORD04962,Net Banking,Refunded
PAY04963,ORD04963,Net Banking,Successful
PAY04964,ORD04964,Credit Card,Successful
PAY04965,ORD04965,Debit Card,Failed
PAY04966,ORD04966,Cash on Delivery,Failed
PAY04967,ORD04967,Credit Card,Failed
PAY04968,ORD04968,Credit Card,Successful
PAY04969,ORD04969,Credit Card,Successful
PAY04970,ORD04970,Net Banking,Successful
PAY04971,ORD04971,Net Banking,Successful
PAY04972,ORD04972,Cash on Delivery,Successful
PAY04973,ORD04973,UPI,Successful
PAY04974,ORD04974,Credit Card,Successful
PAY04975,ORD04975,Credit Card,Successful
PAY04976,ORD04976,UPI,Successful
PAY04977,ORD04977,Net Banking,Failed
PAY04978,ORD04978,Cash on Delivery,Successful
PAY04979,ORD04979,Credit Card,Successful
PAY04980,ORD04980,Cash on Delivery,Successful
PAY04981,ORD04981,Net Banking,Successful
PAY04982,ORD04982,Cash on Delivery,Successful
PAY04983,ORD04983,Net Banking,Successful
PAY04984,ORD04984,Credit Card,Successful
PAY04985,ORD04985,Credit Card,Successful
PAY04986,ORD04986,Cash on Delivery,Refunded
PAY04987,ORD04987,Net Banking,Successful
PAY04988,ORD04988,Debit Card,Successful
PAY04989,ORD04989,Cash on Delivery,Failed
PAY04990,ORD04990,Cash on Delivery,Successful
PAY04991,ORD04991,Credit Card,Successful
PAY04992,ORD04992,Net Banking,Successful
PAY04993,ORD04993,Debit Card,Refunded
PAY04994,ORD04994,Credit Card,Successful
PAY04995,ORD04995,Net Banking,Successful
PAY04996,ORD04996,Credit Card,Successful
PAY04997,ORD04997,Debit Card,Successful
PAY04998,ORD04998,Credit Card,Successful
PAY04999,ORD04999,Cash on Delivery,Successful
PAY05000,ORD05000,Credit Card,Successful
PAY05001,ORD05001,Cash on Delivery,Successful
PAY05002,ORD05002,Cash on Delivery,Failed
PAY05003,ORD05003,Credit Card,Successful
PAY05004,ORD05004,Net Banking,Successful
PAY05005,ORD05005,UPI,Successful
PAY05006,ORD05006,Net Banking,Successful
PAY05007,ORD05007,Net Banking,Successful
PAY05008,ORD05008,Debit Card,Failed
PAY05009,ORD05009,UPI,Successful
PAY05010,ORD05010,Net Banking,Successful
PAY05011,ORD05011,Credit Card,Successful
PAY05012,ORD05012,Cash on Delivery,Failed
PAY05013,ORD05013,Debit Card,Successful
PAY05014,ORD05014,Debit Card,Successful
PAY05015,ORD05015,UPI,Successful
PAY05016,ORD05016,UPI,Successful
PAY05017,ORD05017,UPI,Failed
PAY05018,ORD05018,Credit Card,Successful
PAY05019,ORD05019,Credit Card,Successful
PAY05020,ORD05020,Credit Card,Successful
PAY05021,ORD05021,Credit Card,Successful
PAY05022,ORD05022,Debit Card,Successful
PAY05023,ORD05023,UPI,Successful
PAY05024,ORD05024,Debit Card,Successful
PAY05025,ORD05025,Net Banking,Successful
PAY05026,ORD05026,UPI,Successful
PAY05027,ORD05027,UPI,Successful
PAY05028,ORD05028,UPI,Successful
PAY05029,ORD05029,UPI,Successful
PAY05030,ORD05030,Credit Card,Failed
PAY05031,ORD05031,Debit Card,Successful
PAY05032,ORD05032,Cash on Delivery,Successful
PAY05033,ORD05033,Credit Card,Successful
PAY05034,ORD05034,Net Banking,Successful
PAY05035,ORD05035,UPI,Failed
PAY05036,ORD05036,Credit Card,Successful
PAY05037,ORD05037,Credit Card,Failed
PAY05038,ORD05038,Credit Card,Successful
PAY05039,ORD05039,Debit Card,Successful
PAY05040,ORD05040,Cash on Delivery,Successful
PAY05041,ORD05041,Debit Card,Successful
PAY05042,ORD05042,Net Banking,Successful
PAY05043,ORD05043,Credit Card,Successful
PAY05044,ORD05044,Debit Card,Successful
PAY05045,ORD05045,UPI,Successful
PAY05046,ORD05046,Credit Card,Successful
PAY05047,ORD05047,UPI,Failed
PAY05048,ORD05048,Debit Card,Successful
PAY05049,ORD05049,Debit Card,Successful
PAY05050,ORD05050,Credit Card,Successful
PAY05051,ORD05051,Credit Card,Failed
PAY05052,ORD05052,UPI,Successful
PAY05053,ORD05053,UPI,Successful
PAY05054,ORD05054,Credit Card,Successful
PAY05055,ORD05055,Cash on Delivery,Failed
PAY05056,ORD05056,UPI,Failed
PAY05057,ORD05057,Net Banking,Refunded
PAY05058,ORD05058,Net Banking,Successful
PAY05059,ORD05059,Net Banking,Successful
PAY05060,ORD05060,Net Banking,Successful
PAY05061,ORD05061,UPI,Successful
PAY05062,ORD05062,Cash on Delivery,Successful
PAY05063,ORD05063,Debit Card,Successful
PAY05064,ORD05064,Credit Card,Refunded
PAY05065,ORD05065,Debit Card,Successful
PAY05066,ORD05066,Debit Card,Successful
PAY05067,ORD05067,UPI,Successful
PAY05068,ORD05068,UPI,Successful
PAY05069,ORD05069,Debit Card,Successful
PAY05070,ORD05070,UPI,Successful
PAY05071,ORD05071,Debit Card,Successful
