review_id,customer_id,product_id,rating,review_date
REV01349,CUST0613,PROD032,2,2025-10-11
REV01350,CUST0881,PROD001,4,2024-08-17
REV01351,CUST0059,PROD015,5,2026-02-19
REV01352,CUST0754,PROD006,4,2026-01-19
REV01353,CUST0155,PROD013,2,2025-05-01
REV01354,CUST0045,PROD020,4,2024-08-27
REV01355,CUST0355,PROD010,4,2025-04-04
REV01356,CUST0234,PROD047,1,2025-10-01
REV01357,CUST0294,PROD044,4,2024-08-22
REV01358,CUST0356,PROD047,4,2025-03-30
REV01359,CUST0734,PROD007,4,2025-03-04
REV01360,CUST0237,PROD013,1,2024-11-02
REV01361,CUST0812,PROD020,5,2025-07-10
REV01362,CUST0818,PROD005,4,2026-05-01
REV01363,CUST0180,PROD019,1,2024-06-17
REV01364,CUST0779,PROD001,5,2025-04-12
REV01365,CUST0421,PROD008,4,2025-12-15
REV01366,CUST0360,PROD034,2,2025-03-21
REV01367,CUST0735,PROD021,1,2025-01-22
REV01368,CUST0825,PROD020,4,2025-04-28
REV01369,CUST0691,PROD025,2,2026-01-11
REV01370,CUST0142,PROD006,2,2024-08-13
REV01371,CUST0469,PROD020,5,2026-03-08
REV01372,CUST0168,PROD021,2,2025-05-13
REV01373,CUST0376,PROD020,4,2024-06-30
REV01374,CUST0464,PROD024,5,2025-11-28
REV01375,CUST0067,PROD025,1,2025-10-23
REV01376,CUST0762,PROD047,5,2025-09-10
REV01377,CUST0624,PROD026,3,2025-01-03
REV01378,CUST0673,PROD039,5,2025-05-16
REV01379,CUST0320,PROD048,4,2024-09-03
REV01380,CUST0554,PROD032,2,2024-10-05
REV01381,CUST0121,PROD004,5,2024-06-17
REV01382,CUST0037,PROD007,3,2025-11-26
REV01383,CUST0188,PROD022,1,2025-03-19
REV01384,CUST0127,PROD006,4,2024-08-28
REV01385,CUST0028,PROD004,3,2024-10-05
REV01386,CUST0481,PROD037,4,2026-04-21
REV01387,CUST0322,PROD013,5,2025-06-10
REV01388,CUST0723,PROD004,1,2025-09-30
REV01389,CUST0236,PROD047,2,2025-04-07
REV01390,CUST0207,PROD034,5,2025-11-26
REV01391,CUST0534,PROD029,2,2025-02-08
REV01392,CUST0891,PROD032,4,2024-11-09
REV01393,CUST0289,PROD004,1,2024-11-04
REV01394,CUST0471,PROD049,3,2025-05-18
REV01395,CUST0029,PROD002,5,2025-05-02
REV01396,CUST0170,PROD001,5,2026-05-09
REV01397,CUST0034,PROD040,2,2024-07-20
REV01398,CUST0589,PROD021,2,2024-06-15
REV01399,CUST0918,PROD048,3,2025-03-08
REV01400,CUST0759,PROD042,2,2025-10-29
REV01401,CUST0944,PROD033,4,2024-09-04
REV01402,CUST0555,PROD032,3,2025-09-08
REV01403,CUST0210,PROD031,4,2025-09-20
REV01404,CUST0034,PROD009,5,2025-02-14
REV01405,CUST0253,PROD027,5,2024-11-19
REV01406,CUST0862,PROD011,3,2025-01-03
REV01407,CUST0724,PROD037,3,2025-02-19
REV01408,CUST0868,PROD019,4,2025-11-21
REV01409,CUST0954,PROD050,4,2025-10-17
REV01410,CUST0170,PROD048,1,2025-02-22
REV01411,CUST0780,PROD046,3,2025-12-20
REV01412,CUST0845,PROD012,2,2026-04-14
REV01413,CUST0152,PROD021,4,2025-01-27
REV01414,CUST0919,PROD039,4,2026-02-17
REV01415,CUST0388,PROD028,1,2025-07-05
REV01416,CUST0242,PROD035,2,2025-06-21
REV01417,CUST0234,PROD016,4,2024-12-14
REV01418,CUST0724,PROD050,4,2025-12-21
REV01419,CUST0564,PROD017,4,2024-10-25
REV01420,CUST0148,PROD037,5,2026-04-17
REV01421,CUST0167,PROD009,5,2025-12-02
REV01422,CUST0393,PROD048,1,2025-03-17
REV01423,CUST0967,PROD006,3,2025-11-26
REV01424,CUST0004,PROD039,2,2024-08-16
REV01425,CUST0345,PROD018,1,2025-04-14
REV01426,CUST0238,PROD009,2,2025-11-28
REV01427,CUST0225,PROD014,1,2025-01-04
REV01428,CUST0992,PROD045,5,2025-07-03
REV01429,CUST0276,PROD041,4,2025-02-06
REV01430,CUST0592,PROD005,5,2025-08-29
REV01431,CUST0097,PROD038,5,2024-10-10
REV01432,CUST0527,PROD049,1,2025-12-02
REV01433,CUST0349,PROD046,4,2025-12-30
REV01434,CUST0760,PROD038,1,2024-07-01
REV01435,CUST0301,PROD025,5,2024-06-27
REV01436,CUST0897,PROD042,3,2025-02-16
REV01437,CUST0805,PROD020,5,2024-08-18
REV01438,CUST0183,PROD008,3,2025-02-23
REV01439,CUST0964,PROD038,3,2025-07-22
REV01440,CUST0199,PROD006,1,2026-04-15
REV01441,CUST0063,PROD003,5,2025-02-14
REV01442,CUST0434,PROD030,4,2024-11-12
REV01443,CUST0713,PROD007,2,2024-06-30
REV01444,CUST0124,PROD048,2,2025-10-02
REV01445,CUST0988,PROD012,5,2025-11-08
REV01446,CUST0532,PROD011,4,2024-07-01
REV01447,CUST0719,PROD045,4,2025-01-13
REV01448,CUST0229,PROD021,2,2026-02-02
REV01449,CUST0270,PROD045,1,2024-12-22
REV01450,CUST0602,PROD033,4,2025-04-04
REV01451,CUST0031,PROD020,1,2025-07-13
REV01452,CUST0414,PROD028,1,2025-11-20
REV01453,CUST0070,PROD031,1,2024-08-10
REV01454,CUST0492,PROD017,4,2026-06-07
REV01455,CUST0917,PROD044,1,2024-10-26
REV01456,CUST0246,PROD016,5,2026-03-21
REV01457,CUST0460,PROD001,4,2025-12-06
REV01458,CUST0710,PROD019,3,2024-09-26
REV01459,CUST0514,PROD050,2,2025-08-29
REV01460,CUST0103,PROD040,3,2025-04-14
REV01461,CUST0298,PROD011,4,2024-12-07
REV01462,CUST0104,PROD046,4,2026-04-08
REV01463,CUST0477,PROD045,5,2025-11-16
REV01464,CUST0196,PROD015,5,2026-04-15
REV01465,CUST0748,PROD005,1,2024-12-29
REV01466,CUST0736,PROD024,2,2024-06-23
REV01467,CUST0229,PROD005,1,2025-12-31
REV01468,CUST0123,PROD005,2,2025-06-08
REV01469,CUST0878,PROD016,3,2025-11-27
REV01470,CUST0754,PROD033,5,2026-01-01
REV01471,CUST0941,PROD008,5,2024-12-03
REV01472,CUST0831,PROD041,2,2025-05-23
REV01473,CUST0028,PROD040,4,2024-10-11
REV01474,CUST0372,PROD017,2,2026-03-09
REV01475,CUST0254,PROD019,3,2024-11-23
REV01476,CUST0056,PROD013,4,2025-07-06
REV01477,CUST0837,PROD033,3,2026-05-17
REV01478,CUST0789,PROD010,1,2026-01-11
REV01479,CUST0948,PROD020,4,2025-06-23
REV01480,CUST0127,PROD042,5,2025-06-22
REV01481,CUST0924,PROD011,5,2026-05-08
REV01482,CUST0430,PROD019,2,2025-12-14
REV01483,CUST0488,PROD040,4,2024-07-31
REV01484,CUST0753,PROD011,4,2024-07-20
REV01485,CUST0026,PROD024,2,2026-03-02
REV01486,CUST0784,PROD033,4,2024-12-06
REV01487,CUST0224,PROD014,5,2025-06-12
REV01488,CUST0262,PROD033,3,2025-11-02
REV01489,CUST0858,PROD018,3,2025-05-09
REV01490,CUST0895,PROD029,4,2026-05-22
REV01491,CUST0436,PROD002,2,2026-05-22
REV01492,CUST0711,PROD023,5,2025-08-26
REV01493,CUST0671,PROD043,1,2025-08-13
REV01494,CUST0093,PROD015,4,2024-12-13
REV01495,CUST0910,PROD037,1,2025-11-28
REV01496,CUST0828,PROD039,3,2025-06-06
REV01497,CUST0419,PROD037,5,2026-03-10
REV01498,CUST0536,PROD028,4,2025-02-09
REV01499,CUST0775,PROD026,4,2026-03-28
REV01500,CUST0696,PROD023,1,2025-07-28
REV01501,CUST0328,PROD007,2,2025-09-12
REV01502,CUST0021,PROD049,1,2024-08-17
REV01503,CUST0109,PROD038,3,2026-05-03
REV01504,CUST0198,PROD011,3,2025-08-16
REV01505,CUST0811,PROD036,1,2026-02-24
REV01506,CUST0302,PROD020,1,2025-07-07
REV01507,CUST0698,PROD013,3,2024-09-22
REV01508,CUST0926,PROD010,2,2026-05-27
REV01509,CUST0646,PROD047,3,2026-02-17
REV01510,CUST0198,PROD049,2,2026-04-13
REV01511,CUST0805,PROD018,2,2025-07-03
REV01512,CUST0452,PROD009,1,2025-05-25
REV01513,CUST0855,PROD011,2,2026-02-23
REV01514,CUST0639,PROD023,3,2025-05-29
REV01515,CUST0052,PROD014,5,2024-11-13
REV01516,CUST0974,PROD042,3,2026-03-15
REV01517,CUST0073,PROD049,3,2025-05-08
REV01518,CUST0622,PROD010,1,2026-05-10
REV01519,CUST0829,PROD033,3,2024-09-08
REV01520,CUST0837,PROD018,5,2026-04-11
REV01521,CUST0891,PROD006,1,2025-10-02
REV01522,CUST0321,PROD044,3,2025-03-15
REV01523,CUST0130,PROD023,3,2024-08-09
REV01524,CUST0415,PROD026,5,2024-07-29
REV01525,CUST0086,PROD038,2,2024-06-17
REV01526,CUST0346,PROD009,3,2026-05-11
REV01527,CUST0952,PROD026,3,2025-12-28
REV01528,CUST0246,PROD017,5,2024-07-20
REV01529,CUST0898,PROD043,2,2024-12-24
REV01530,CUST0241,PROD005,4,2026-05-17
REV01531,CUST0122,PROD007,2,2025-06-17
REV01532,CUST0459,PROD036,2,2024-12-23
REV01533,CUST0370,PROD006,1,2026-02-20
REV01534,CUST0427,PROD012,5,2026-05-20
REV01535,CUST0599,PROD040,4,2024-11-14
REV01536,CUST0887,PROD020,4,2024-07-29
REV01537,CUST0804,PROD038,2,2025-07-20
REV01538,CUST0803,PROD028,5,2024-08-16
REV01539,CUST0665,PROD015,1,2025-05-10
REV01540,CUST0507,PROD023,2,2026-05-09
REV01541,CUST0878,PROD044,3,2024-06-16
REV01542,CUST0483,PROD014,1,2025-04-10
REV01543,CUST0613,PROD004,5,2025-12-10
REV01544,CUST0616,PROD027,2,2025-11-27
REV01545,CUST0360,PROD015,2,2025-07-27
REV01546,CUST0384,PROD004,3,2024-08-26
REV01547,CUST0694,PROD049,2,2025-06-02
REV01548,CUST0043,PROD001,2,2025-10-24
REV01549,CUST0989,PROD037,1,2024-09-01
REV01550,CUST0608,PROD010,1,2024-09-25
REV01551,CUST0266,PROD032,5,2025-03-09
REV01552,CUST0358,PROD020,5,2025-06-30
REV01553,CUST0100,PROD014,3,2025-05-02
REV01554,CUST0124,PROD002,4,2026-01-09
REV01555,CUST0650,PROD010,2,2025-10-27
REV01556,CUST0121,PROD037,4,2026-03-09
REV01557,CUST0009,PROD048,1,2026-01-07
REV01558,CUST0889,PROD045,3,2024-08-13
REV01559,CUST0865,PROD008,2,2025-11-02
REV01560,CUST0371,PROD047,5,2025-04-29
REV01561,CUST0214,PROD016,5,2024-09-26
REV01562,CUST0939,PROD015,4,2025-09-06
REV01563,CUST0930,PROD006,1,2024-07-24
REV01564,CUST0587,PROD039,2,2024-07-02
REV01565,CUST0591,PROD007,3,2025-12-09
REV01566,CUST0801,PROD026,3,2026-04-25
REV01567,CUST0997,PROD032,4,2024-12-08
REV01568,CUST0892,PROD005,4,2026-01-22
REV01569,CUST0092,PROD011,3,2024-07-09
REV01570,CUST0531,PROD027,2,2025-07-21
REV01571,CUST0077,PROD028,4,2025-12-22
REV01572,CUST0816,PROD049,3,2024-12-01
REV01573,CUST0938,PROD002,5,2026-04-15
REV01574,CUST0199,PROD043,3,2024-07-01
REV01575,CUST0978,PROD047,3,2025-10-25
REV01576,CUST0924,PROD042,3,2026-01-14
REV01577,CUST0782,PROD031,5,2025-05-03
REV01578,CUST0799,PROD011,5,2024-08-01
REV01579,CUST0832,PROD015,1,2025-06-14
REV01580,CUST0342,PROD010,2,2024-10-10
REV01581,CUST0252,PROD002,4,2026-03-07
REV01582,CUST0015,PROD043,4,2026-05-23
REV01583,CUST0071,PROD004,4,2025-05-10
REV01584,CUST0215,PROD020,3,2025-06-26
REV01585,CUST0995,PROD046,1,2025-03-29
REV01586,CUST0433,PROD039,4,2025-03-13
REV01587,CUST0150,PROD032,5,2025-01-31
REV01588,CUST0394,PROD017,3,2025-04-07
REV01589,CUST0637,PROD033,3,2025-06-30
REV01590,CUST0238,PROD007,1,2025-07-17
REV01591,CUST0858,PROD016,2,2025-10-31
REV01592,CUST0914,PROD016,3,2024-09-15
REV01593,CUST0527,PROD012,1,2026-03-04
REV01594,CUST0306,PROD020,2,2024-08-20
REV01595,CUST0400,PROD042,4,2026-01-28
REV01596,CUST0063,PROD038,4,2025-02-06
REV01597,CUST0684,PROD048,3,2026-04-11
REV01598,CUST0487,PROD023,3,2024-08-20
REV01599,CUST0343,PROD039,5,2025-01-27
REV01600,CUST0208,PROD032,2,2024-11-02
REV01601,CUST0951,PROD015,3,2025-10-03
REV01602,CUST0940,PROD050,5,2026-03-24
REV01603,CUST0239,PROD037,3,2024-10-29
REV01604,CUST0679,PROD033,1,2026-03-12
REV01605,CUST0427,PROD013,4,2024-08-15
REV01606,CUST0180,PROD044,2,2025-11-24
REV01607,CUST0214,PROD042,5,2026-04-30
REV01608,CUST0985,PROD005,3,2024-10-31
REV01609,CUST0349,PROD013,5,2024-11-16
REV01610,CUST0271,PROD043,5,2026-01-05
REV01611,CUST0957,PROD044,5,2025-04-28
REV01612,CUST0505,PROD007,1,2026-01-21
REV01613,CUST0159,PROD030,4,2024-08-02
REV01614,CUST0038,PROD001,3,2026-01-04
REV01615,CUST0714,PROD020,1,2026-02-07
REV01616,CUST0582,PROD034,1,2026-06-08
REV01617,CUST0398,PROD001,4,2025-04-09
REV01618,CUST0882,PROD020,2,2025-11-05
REV01619,CUST0229,PROD041,2,2025-05-12
REV01620,CUST0952,PROD041,1,2024-07-18
REV01621,CUST0923,PROD040,1,2026-01-21
REV01622,CUST0017,PROD029,1,2024-08-15
REV01623,CUST0083,PROD032,5,2024-07-25
REV01624,CUST0581,PROD032,3,2026-02-05
REV01625,CUST0374,PROD003,4,2026-02-03
REV01626,CUST0815,PROD039,1,2026-03-14
REV01627,CUST0084,PROD013,5,2025-12-14
REV01628,CUST0944,PROD039,3,2024-08-13
REV01629,CUST0760,PROD039,5,2025-07-07
REV01630,CUST0588,PROD029,5,2024-11-13
REV01631,CUST0680,PROD021,3,2024-08-27
REV01632,CUST0045,PROD047,5,2024-07-18
REV01633,CUST0055,PROD008,5,2024-11-04
REV01634,CUST0430,PROD008,2,2026-05-05
REV01635,CUST0030,PROD011,3,2025-10-30
REV01636,CUST0767,PROD003,4,2026-04-30
REV01637,CUST0890,PROD020,4,2025-09-13
REV01638,CUST0335,PROD013,4,2026-05-26
REV01639,CUST0359,PROD047,1,2024-07-01
REV01640,CUST0230,PROD042,3,2024-07-31
REV01641,CUST0174,PROD019,3,2026-04-21
REV01642,CUST0670,PROD014,5,2026-04-13
REV01643,CUST0472,PROD038,5,2025-02-03
REV01644,CUST0256,PROD035,3,2025-08-09
REV01645,CUST0089,PROD039,1,2025-08-16
REV01646,CUST0657,PROD040,1,2025-07-05
REV01647,CUST0226,PROD024,2,2025-10-26
REV01648,CUST0760,PROD014,3,2025-07-19
REV01649,CUST0811,PROD024,3,2026-01-11
REV01650,CUST0948,PROD005,5,2025-04-19
REV01651,CUST0824,PROD005,5,2026-03-29
REV01652,CUST0624,PROD005,4,2025-08-07
REV01653,CUST0202,PROD038,3,2025-05-23
REV01654,CUST0987,PROD038,3,2025-01-30
REV01655,CUST0070,PROD026,2,2025-12-04
REV01656,CUST0732,PROD024,5,2026-04-02
REV01657,CUST0201,PROD012,1,2025-04-15
REV01658,CUST0838,PROD046,3,2025-06-02
REV01659,CUST0213,PROD034,1,2025-06-17
REV01660,CUST0394,PROD026,5,2026-03-07
REV01661,CUST0398,PROD002,3,2025-09-05
REV01662,CUST0187,PROD035,3,2024-09-02
REV01663,CUST0610,PROD021,1,2024-08-24
REV01664,CUST0231,PROD050,1,2026-05-09
REV01665,CUST0213,PROD030,5,2025-11-04
REV01666,CUST0560,PROD016,5,2025-12-03
REV01667,CUST0410,PROD030,3,2025-10-03
REV01668,CUST0598,PROD002,3,2025-03-25
REV01669,CUST0764,PROD032,4,2026-01-25
REV01670,CUST0126,PROD043,3,2025-12-31
REV01671,CUST0920,PROD029,2,2026-01-13
REV01672,CUST0422,PROD006,1,2026-05-29
REV01673,CUST0998,PROD040,2,2024-07-10
REV01674,CUST0478,PROD048,4,2026-05-16
REV01675,CUST0963,PROD007,2,2025-10-05
REV01676,CUST0473,PROD045,3,2024-09-15
REV01677,CUST0676,PROD001,5,2025-09-25
REV01678,CUST0202,PROD042,5,2025-03-26
REV01679,CUST0373,PROD030,3,2025-09-12
REV01680,CUST0796,PROD044,5,2024-11-18
REV01681,CUST0817,PROD010,5,2025-11-10
REV01682,CUST0969,PROD036,5,2024-10-13
REV01683,CUST0611,PROD046,1,2024-10-28
REV01684,CUST0548,PROD050,5,2025-11-19
REV01685,CUST0188,PROD005,4,2025-05-08
REV01686,CUST0096,PROD042,4,2024-11-11
REV01687,CUST0471,PROD001,3,2025-05-27
REV01688,CUST0937,PROD044,5,2025-02-21
REV01689,CUST0804,PROD046,1,2025-11-02
REV01690,CUST0250,PROD046,1,2026-05-20
REV01691,CUST0496,PROD009,1,2025-08-16
REV01692,CUST0453,PROD013,1,2025-11-25
REV01693,CUST0143,PROD038,2,2024-10-16
REV01694,CUST0381,PROD045,5,2024-08-19
REV01695,CUST0786,PROD047,1,2025-07-19
REV01696,CUST0652,PROD007,2,2024-07-23
REV01697,CUST0741,PROD049,1,2024-11-28
REV01698,CUST0384,PROD046,4,2024-12-10
REV01699,CUST0240,PROD047,5,2024-09-19
REV01700,CUST0794,PROD001,1,2026-01-26
REV01701,CUST0423,PROD043,1,2024-09-27
REV01702,CUST0696,PROD039,1,2026-02-27
REV01703,CUST0110,PROD030,1,2025-02-24
REV01704,CUST0044,PROD039,5,2025-01-08
REV01705,CUST0923,PROD014,1,2025-04-11
REV01706,CUST0842,PROD038,1,2025-10-02
REV01707,CUST0435,PROD015,1,2024-08-22
REV01708,CUST0152,PROD015,4,2024-12-27
REV01709,CUST0893,PROD050,5,2025-02-27
REV01710,CUST0619,PROD002,4,2025-09-05
REV01711,CUST0682,PROD023,4,2026-05-06
REV01712,CUST0507,PROD039,2,2026-05-24
REV01713,CUST0103,PROD036,2,2026-01-02
REV01714,CUST0306,PROD041,5,2024-08-30
REV01715,CUST0597,PROD043,3,2025-12-21
REV01716,CUST0301,PROD028,1,2026-05-24
REV01717,CUST0987,PROD016,4,2025-01-15
REV01718,CUST0921,PROD024,3,2025-08-26
REV01719,CUST0859,PROD008,4,2025-08-19
REV01720,CUST0803,PROD010,1,2026-01-07
REV01721,CUST0278,PROD014,2,2024-10-14
REV01722,CUST0302,PROD031,5,2026-03-09
REV01723,CUST0970,PROD009,3,2026-01-04
REV01724,CUST0711,PROD045,5,2025-12-05
REV01725,CUST0044,PROD016,2,2024-08-07
REV01726,CUST0100,PROD047,1,2026-05-03
REV01727,CUST0753,PROD041,4,2024-07-23
REV01728,CUST0506,PROD034,2,2026-05-13
REV01729,CUST0572,PROD002,2,2024-07-12
REV01730,CUST0199,PROD041,1,2026-03-18
REV01731,CUST0199,PROD018,4,2025-12-27
REV01732,CUST0893,PROD031,2,2024-12-20
REV01733,CUST0142,PROD029,2,2024-12-29
REV01734,CUST0265,PROD050,1,2025-07-15
REV01735,CUST0068,PROD003,1,2025-11-25
REV01736,CUST0631,PROD019,5,2026-02-09
REV01737,CUST0941,PROD010,2,2024-06-13
REV01738,CUST0842,PROD002,4,2024-07-07
REV01739,CUST0302,PROD047,3,2026-02-02
REV01740,CUST0272,PROD031,4,2025-10-30
REV01741,CUST0246,PROD034,3,2026-04-18
REV01742,CUST0063,PROD047,4,2024-10-25
REV01743,CUST0647,PROD006,4,2025-01-22
REV01744,CUST0989,PROD005,1,2025-07-30
REV01745,CUST0753,PROD048,2,2025-03-22
REV01746,CUST0640,PROD003,5,2026-01-27
REV01747,CUST0335,PROD003,1,2025-02-01
REV01748,CUST0473,PROD048,3,2026-05-13
REV01749,CUST0209,PROD016,3,2026-02-13
REV01750,CUST0319,PROD029,1,2025-08-29
REV01751,CUST0064,PROD047,3,2024-08-18
REV01752,CUST0741,PROD045,2,2025-07-21
REV01753,CUST0330,PROD010,1,2025-03-08
REV01754,CUST0423,PROD038,1,2025-03-16
REV01755,CUST0799,PROD002,2,2024-08-06
REV01756,CUST0216,PROD028,4,2025-04-29
REV01757,CUST0386,PROD011,1,2025-01-04
REV01758,CUST0450,PROD021,3,2025-07-24
REV01759,CUST0681,PROD047,2,2024-12-28
REV01760,CUST0964,PROD019,5,2025-05-03
REV01761,CUST0879,PROD035,1,2025-10-21
REV01762,CUST0074,PROD034,2,2026-03-14
REV01763,CUST0743,PROD024,2,2024-06-23
REV01764,CUST0305,PROD034,2,2026-01-08
REV01765,CUST0884,PROD025,4,2025-02-06
REV01766,CUST0740,PROD043,5,2026-06-11
REV01767,CUST0330,PROD026,1,2024-12-04
REV01768,CUST0265,PROD042,3,2025-11-26
REV01769,CUST0517,PROD050,2,2026-04-26
REV01770,CUST0254,PROD014,1,2024-09-20
REV01771,CUST0901,PROD019,2,2025-10-07
REV01772,CUST0961,PROD040,1,2026-02-04
REV01773,CUST0202,PROD019,5,2024-09-14
REV01774,CUST0152,PROD011,1,2025-12-31
REV01775,CUST0383,PROD041,5,2025-06-16
REV01776,CUST0888,PROD004,5,2026-03-30
REV01777,CUST0613,PROD006,5,2025-11-08
REV01778,CUST0788,PROD036,5,2025-12-31
REV01779,CUST0563,PROD006,4,2025-10-29
REV01780,CUST0461,PROD015,2,2026-02-18
REV01781,CUST0672,PROD025,3,2024-07-17
REV01782,CUST0618,PROD034,4,2025-11-27
REV01783,CUST0265,PROD003,5,2025-11-02
REV01784,CUST0691,PROD020,4,2026-02-14
REV01785,CUST0493,PROD029,2,2025-12-03
REV01786,CUST0903,PROD043,4,2024-06-21
REV01787,CUST0354,PROD035,4,2025-01-16
REV01788,CUST0788,PROD010,4,2025-10-07
REV01789,CUST0225,PROD037,4,2025-08-04
REV01790,CUST0336,PROD019,3,2025-11-23
REV01791,CUST0234,PROD026,1,2024-10-17
REV01792,CUST0471,PROD013,1,2025-01-16
REV01793,CUST0359,PROD044,4,2026-01-19
REV01794,CUST0138,PROD002,1,2025-04-04
REV01795,CUST0278,PROD009,1,2026-03-14
REV01796,CUST0265,PROD026,1,2025-02-10
REV01797,CUST0915,PROD037,2,2025-05-03
REV01798,CUST0592,PROD034,2,2024-08-09
REV01799,CUST0681,PROD005,5,2025-10-01
REV01800,CUST0635,PROD002,3,2025-09-03
REV01801,CUST0969,PROD037,2,2025-02-04
REV01802,CUST0132,PROD022,3,2025-03-05
REV01803,CUST0086,PROD014,1,2024-10-30
REV01804,CUST0808,PROD041,5,2025-09-01
REV01805,CUST0116,PROD003,2,2024-08-20
REV01806,CUST0941,PROD020,3,2024-07-29
REV01807,CUST0336,PROD036,1,2026-06-01
REV01808,CUST0096,PROD015,4,2025-07-07
REV01809,CUST0545,PROD017,1,2026-01-31
REV01810,CUST0038,PROD023,2,2025-03-07
REV01811,CUST0024,PROD002,4,2024-09-13
REV01812,CUST0597,PROD012,5,2025-07-07
REV01813,CUST0523,PROD031,3,2024-09-03
REV01814,CUST0703,PROD018,1,2024-12-15
REV01815,CUST0254,PROD001,5,2025-11-26
REV01816,CUST0015,PROD007,3,2026-05-13
REV01817,CUST0067,PROD019,2,2024-10-09
REV01818,CUST0695,PROD006,4,2025-12-06
REV01819,CUST0292,PROD040,3,2025-02-21
REV01820,CUST0788,PROD041,5,2025-08-26
REV01821,CUST0206,PROD004,4,2025-05-06
REV01822,CUST0349,PROD028,1,2025-09-20
REV01823,CUST0294,PROD046,4,2025-07-07
REV01824,CUST0749,PROD017,2,2026-02-02
REV01825,CUST0760,PROD027,5,2024-06-12
REV01826,CUST0538,PROD034,5,2025-09-12
REV01827,CUST0851,PROD034,4,2025-11-20
REV01828,CUST0730,PROD030,5,2024-10-07
REV01829,CUST0641,PROD008,1,2024-12-09
REV01830,CUST0924,PROD004,5,2025-01-11
REV01831,CUST0815,PROD011,4,2025-05-03
REV01832,CUST0743,PROD030,4,2026-04-27
REV01833,CUST0979,PROD036,5,2024-06-16
REV01834,CUST0663,PROD048,1,2024-07-18
REV01835,CUST0407,PROD028,4,2024-08-17
REV01836,CUST0750,PROD002,1,2025-02-15
REV01837,CUST0424,PROD012,3,2025-11-21
REV01838,CUST0018,PROD038,2,2026-02-21
REV01839,CUST0481,PROD025,5,2025-08-19
REV01840,CUST0090,PROD031,1,2025-08-14
REV01841,CUST0866,PROD014,4,2025-04-02
REV01842,CUST0570,PROD033,2,2024-06-15
REV01843,CUST0452,PROD023,2,2024-07-25
REV01844,CUST0507,PROD020,1,2025-07-19
REV01845,CUST0282,PROD025,2,2025-05-02
REV01846,CUST0873,PROD050,5,2025-06-20
REV01847,CUST0015,PROD007,3,2024-12-08
REV01848,CUST0861,PROD033,5,2025-10-06
REV01849,CUST0207,PROD028,5,2024-08-21
REV01850,CUST0935,PROD016,4,2026-04-27
REV01851,CUST0019,PROD008,5,2025-02-06
REV01852,CUST0379,PROD003,2,2025-09-26
REV01853,CUST0572,PROD009,4,2025-10-09
REV01854,CUST0337,PROD003,4,2025-06-27
REV01855,CUST0688,PROD021,1,2024-09-25
REV01856,CUST0998,PROD011,2,2025-06-07
REV01857,CUST0125,PROD049,1,2025-07-13
REV01858,CUST0940,PROD041,4,2025-01-09
REV01859,CUST0858,PROD034,2,2024-08-25
REV01860,CUST0574,PROD019,5,2025-05-29
REV01861,CUST0757,PROD020,3,2026-01-18
REV01862,CUST0773,PROD038,2,2025-10-02
REV01863,CUST0865,PROD003,3,2024-12-19
REV01864,CUST0539,PROD014,5,2026-02-26
REV01865,CUST0538,PROD046,4,2025-05-26
REV01866,CUST0520,PROD007,2,2026-02-05
REV01867,CUST0858,PROD035,3,2026-01-23
REV01868,CUST0638,PROD048,4,2024-06-25
REV01869,CUST0547,PROD008,3,2025-01-05
REV01870,CUST0015,PROD035,1,2025-07-02
REV01871,CUST0920,PROD017,1,2025-02-22
REV01872,CUST0536,PROD041,2,2026-03-06
REV01873,CUST0335,PROD016,5,2025-11-11
REV01874,CUST0832,PROD046,2,2025-12-11
REV01875,CUST0249,PROD045,1,2025-01-29
REV01876,CUST0281,PROD027,1,2025-06-12
REV01877,CUST0973,PROD048,5,2024-12-12
REV01878,CUST0343,PROD005,4,2026-01-27
REV01879,CUST0221,PROD016,2,2024-09-13
REV01880,CUST0746,PROD020,2,2025-12-23
REV01881,CUST0097,PROD004,4,2025-01-22
REV01882,CUST0138,PROD036,2,2025-01-30
REV01883,CUST0852,PROD033,2,2026-06-12
REV01884,CUST0690,PROD048,1,2026-03-28
REV01885,CUST0504,PROD012,3,2024-08-05
REV01886,CUST0059,PROD017,4,2025-03-24
REV01887,CUST0796,PROD024,1,2025-07-30
REV01888,CUST0509,PROD004,4,2025-09-25
REV01889,CUST0924,PROD030,2,2026-02-26
REV01890,CUST0830,PROD047,2,2024-09-06
REV01891,CUST0618,PROD020,4,2025-11-03
REV01892,CUST0906,PROD025,4,2026-03-22
REV01893,CUST0710,PROD023,2,2025-09-13
REV01894,CUST0573,PROD002,5,2026-03-21
REV01895,CUST0932,PROD047,5,2026-03-10
REV01896,CUST0519,PROD019,4,2025-04-27
REV01897,CUST0779,PROD030,5,2026-04-04
REV01898,CUST0741,PROD034,1,2024-11-03
REV01899,CUST0289,PROD014,2,2026-02-28
REV01900,CUST0854,PROD024,5,2024-08-20
REV01901,CUST0229,PROD034,1,2024-07-27
REV01902,CUST0073,PROD015,1,2024-09-20
REV01903,CUST0274,PROD007,2,2025-02-21
REV01904,CUST0487,PROD044,3,2025-05-30
REV01905,CUST0353,PROD039,1,2026-05-11
REV01906,CUST0837,PROD001,1,2024-12-25
REV01907,CUST0272,PROD025,3,2026-04-02
